manifestURL,canvasId,urlImage,folderPath,imageLabel,imageWidthAsDeclared,imageHeightAsDeclared,htmlCode,imageFileName,imageWidthAsDownloaded,imageHeightAsDownloaded
,,https://stacks.stanford.edu/image/iiif/by397hw6027+ACU-2FW185+AF8-000148+AF8-300/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0185+AF8-fol+AF8-72v.jpg,,1218,1754,,+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0185+AF8-fol+AF8-72v.jpg,1218,1754
,,https://stacks.stanford.edu/image/iiif/vn362wg6218+ACU-2FW437+AF8-000041+AF8-300/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0437+AF8-fol+AF8-20r.jpg,,1523,2158,,+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0437+AF8-fol+AF8-20r.jpg,1523,2158
,,https://stacks.stanford.edu/image/iiif/vn362wg6218+ACU-2FW437+AF8-000123+AF8-300/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0437+AF8-fol+AF8-61r.jpg,,1497,2155,,+AMk-tats+AC0-Unis+AF8-Baltimore+AF8-The+AF8-Walters+AF8-Art+AF8-Museum+AF8-W0437+AF8-fol+AF8-61r.jpg,1497,2155
,,https://ids.lib.harvard.edu/ids/iiif/10840861/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-191.jpg,,3645,3712,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-191.jpg,3645,3712
,,https://ids.lib.harvard.edu/ids/iiif/10840759/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-89.jpg,,3645,3688,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-89.jpg,3645,3688
,,https://ids.lib.harvard.edu/ids/iiif/10840766/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-96.jpg,,3600,3752,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-017+AF8-seq+AF8-96.jpg,3600,3752
,,https://ids.lib.harvard.edu/ids/iiif/4771506/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-159+AF8-seq+AF8-214.jpg,,4140,4042,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-159+AF8-seq+AF8-214.jpg,4140,4042
,,https://ids.lib.harvard.edu/ids/iiif/15963800/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-103+AF8-seq+AF8-211.jpg,,3263,3542,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-103+AF8-seq+AF8-211.jpg,3263,3542
,,https://ids.lib.harvard.edu/ids/iiif/15963879/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-142v+AF8-seq+AF8-290.jpg,,3263,3550,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-142v+AF8-seq+AF8-290.jpg,3263,3550
,,https://ids.lib.harvard.edu/ids/iiif/15963923/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-164v+AF8-Roch+AF8-seq+AF8-334.jpg,,3263,3550,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-164v+AF8-Roch+AF8-seq+AF8-334.jpg,3263,3550
,,https://ids.lib.harvard.edu/ids/iiif/15963605/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-5v+AF8-seq+AF8-16.jpg,,3263,3582,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-5v+AF8-seq+AF8-16.jpg,3263,3582
,,https://ids.lib.harvard.edu/ids/iiif/15963764/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-85+AF8-seq+AF8-175.jpg,,3263,3542,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-160+AF8-f+AF8-85+AF8-seq+AF8-175.jpg,3263,3542
,,https://ids.lib.harvard.edu/ids/iiif/26121387/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-103v+AF8-seq+AF8-220.jpg,,3559,4044,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-103v+AF8-seq+AF8-220.jpg,3559,4044
,,https://ids.lib.harvard.edu/ids/iiif/26121221/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-20v+AF8-Mark+AF8-seq+AF8-54.jpg,,3477,4092,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-20v+AF8-Mark+AF8-seq+AF8-54.jpg,3477,4092
,,https://ids.lib.harvard.edu/ids/iiif/26121223/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-21v+AF8-Lamentation+AF8-of+AF8-Christ+AF8-seq+AF8-56.jpg,,3477,4092,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-21v+AF8-Lamentation+AF8-of+AF8-Christ+AF8-seq+AF8-56.jpg,3477,4092
,,https://ids.lib.harvard.edu/ids/iiif/26121331/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-75v+AF8-Flight+AF8-into+AF8-Egypt+AF8-seq+AF8-164.jpg,,3543,4044,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-75v+AF8-Flight+AF8-into+AF8-Egypt+AF8-seq+AF8-164.jpg,3543,4044
,,https://ids.lib.harvard.edu/ids/iiif/26121361/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-90v+AF8-Pentecost+AF8-seq+AF8-194.jpg,,3535,4044,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-249+AF8-f+AF8-90v+AF8-Pentecost+AF8-seq+AF8-194.jpg,3535,4044
,,https://ids.lib.harvard.edu/ids/iiif/10149364/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-13.jpg,,4733,4930,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-13.jpg,4733,4930
,,https://ids.lib.harvard.edu/ids/iiif/10149375/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-23.jpg,,4733,4930,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-23.jpg,4733,4930
,,https://ids.lib.harvard.edu/ids/iiif/10149616/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-262.jpg,,4698,4927,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-250+AF8-seq+AF8-262.jpg,4698,4927
,,https://ids.lib.harvard.edu/ids/iiif/10908900/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-251+AF8-seq+AF8-107.jpg,,4200,3908,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-251+AF8-seq+AF8-107.jpg,4200,3908
,,https://ids.lib.harvard.edu/ids/iiif/10908882/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-251+AF8-seq+AF8-90.jpg,,4200,3874,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-251+AF8-seq+AF8-90.jpg,4200,3874
,,https://ids.lib.harvard.edu/ids/iiif/10644289/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-253+AF8-seq+AF8-159.jpg,,4780,4492,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-253+AF8-seq+AF8-159.jpg,4780,4492
,,https://ids.lib.harvard.edu/ids/iiif/10644159/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-253+AF8-seq+AF8-35.jpg,,4790,4546,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Lat+AF8-253+AF8-seq+AF8-35.jpg,4790,4546
,,https://ids.lib.harvard.edu/ids/iiif/17695605/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-05+AF8-f+AF8-12+AF8-seq+AF8-27.jpg,,3308,3518,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-05+AF8-f+AF8-12+AF8-seq+AF8-27.jpg,3308,3518
,,https://ids.lib.harvard.edu/ids/iiif/17695726/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-05+AF8-f+AF8-72v+AF8-seq+AF8-148.jpg,,3375,3504,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-05+AF8-f+AF8-72v+AF8-seq+AF8-148.jpg,3375,3504
,,https://ids.lib.harvard.edu/ids/iiif/5981110/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-07+AF8-seq+AF8-9.jpg,,4680,4984,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-07+AF8-seq+AF8-9.jpg,4680,4984
,,https://ids.lib.harvard.edu/ids/iiif/16032558/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-107v+AF8-Raising+AF8-of+AF8-Lazarus+AF8-seq+AF8-216.jpg,,3416,3420,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-107v+AF8-Raising+AF8-of+AF8-Lazarus+AF8-seq+AF8-216.jpg,3416,3420
,,https://ids.lib.harvard.edu/ids/iiif/16032638/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-147v+AF8-Veronica+AF8-seq+AF8-296.jpg,,3416,3420,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-147v+AF8-Veronica+AF8-seq+AF8-296.jpg,3416,3420
,,https://ids.lib.harvard.edu/ids/iiif/16032502/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-79v+AF8-seq+AF8-160.jpg,,3416,3436,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-09+AF8-f+AF8-79v+AF8-seq+AF8-160.jpg,3416,3436
,,https://ids.lib.harvard.edu/ids/iiif/6135626/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-34+AF8-seq+AF8-251.jpg,,3675,3641,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-34+AF8-seq+AF8-251.jpg,3675,3641
,,https://ids.lib.harvard.edu/ids/iiif/6135653/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-34+AF8-seq+AF8-278.jpg,,3675,3591,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-34+AF8-seq+AF8-278.jpg,3675,3591
,,https://ids.lib.harvard.edu/ids/iiif/47899960/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-45+AF8-f+AF8-154+AF8-seq+AF8-313.jpg,,3622,4864,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-45+AF8-f+AF8-154+AF8-seq+AF8-313.jpg,3622,4864
,,https://ids.lib.harvard.edu/ids/iiif/47899761/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-45+AF8-f+AF8-54v+AF8-seq+AF8-114.jpg,,3512,4828,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Richardson+AF8-45+AF8-f+AF8-54v+AF8-seq+AF8-114.jpg,3512,4828
,,https://ids.lib.harvard.edu/ids/iiif/49309411/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0253+AF8-f+AF8-59+AF8-seq+AF8-122.jpg,,4096,4970,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0253+AF8-f+AF8-59+AF8-seq+AF8-122.jpg,4096,4970
,,https://ids.lib.harvard.edu/ids/iiif/49309471/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0253+AF8-f+AF8-89+AF8-seq+AF8-182.jpg,,3844,4950,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0253+AF8-f+AF8-89+AF8-seq+AF8-182.jpg,3844,4950
,,https://ids.lib.harvard.edu/ids/iiif/49593762/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0302+AF8-f+AF8-34v+AF8-seq+AF8-75.jpg,,3066,4250,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0302+AF8-f+AF8-34v+AF8-seq+AF8-75.jpg,3066,4250
,,https://ids.lib.harvard.edu/ids/iiif/48281243/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-04431+AF8-f142+AF8-seq+AF8-59.jpg,,2672,3557,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-04431+AF8-f142+AF8-seq+AF8-59.jpg,2672,3557
,,https://ids.lib.harvard.edu/ids/iiif/422676303/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0463+AF8-f+AF8-46+AF8-seq+AF8-95.jpg,,3142,4216,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0463+AF8-f+AF8-46+AF8-seq+AF8-95.jpg,3142,4216
,,https://ids.lib.harvard.edu/ids/iiif/49756644/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0464+AF8-f+AF8-93+AF8-seq+AF8-190.jpg,,2398,2982,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0464+AF8-f+AF8-93+AF8-seq+AF8-190.jpg,2398,2982
,,https://ids.lib.harvard.edu/ids/iiif/9900418/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0999+AF8-seq+AF8-262.jpg,,4440,4188,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0999+AF8-seq+AF8-262.jpg,4440,4188
,,https://ids.lib.harvard.edu/ids/iiif/9900426/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0999+AF8-seq+AF8-270.jpg,,4440,4188,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-0999+AF8-seq+AF8-270.jpg,4440,4188
,,https://ids.lib.harvard.edu/ids/iiif/10310347/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-1000+AF8-seq+AF8-217.jpg,,3840,2958,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-1000+AF8-seq+AF8-217.jpg,3840,2958
,,https://ids.lib.harvard.edu/ids/iiif/11676404/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-1012+AF8-seq+AF8-2.jpg,,3588,5000,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Typ+AF8-1012+AF8-seq+AF8-2.jpg,3588,5000
,,https://ids.lib.harvard.edu/ids/iiif/47779794/full/full/0/default.jpg,HORAE+AC0-LSv2/img/+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Widener+AF8-02+AF8-f+AF8-89+AF8-seq+AF8-185.jpg,,3701,5000,,+AMk-tats+AC0-Unis+AF8-Cambridge+AF8-Houghton+AF8-Library+AF8-Widener+AF8-02+AF8-f+AF8-89+AF8-seq+AF8-185.jpg,3701,5000
,,https://iiif.irht.cnrs.fr/iiif/France/Angers/Bibliotheque+AF8-municipale/B490076101+AF8-MS0134/DEPOT/B490076101+AF8-MS0134+AF8-0152/full/full/0/default.jpg,HORAE+AC0-LSv2/img/France+AF8-Angers+AF8-Biblioth+AOg-que+AF8-municipale+AF8-0134+AF8-0126+AF8-f+AF8-147v+AC0-148.jpg,,6528,4996,,France+AF8-Angers+AF8-Biblioth+AOg-que+AF8-municipale+AF8-0134+AF8-0126+AF8-f+AF8-147v+AC0-148.jpg,6528,4996
