image,label,x,y,width,height
1052.jpg,Illustration,0.408942202835333,0.430314707771355,0.618320610687023,0.194605009633911
1057.jpg,Illustration,0.578125,0.536829699469652,0.5654296875,0.3347083087802
1061.jpg,Illustration,0.391025641025641,0.339915373765867,0.646367521367521,0.423836389280677
1068.jpg,Illustration,0.254666666666667,0.325256290773532,0.274,0.181733457595527
1068.jpg,Illustration,0.609333333333333,0.413793103448276,0.269333333333333,0.181733457595527
1068.jpg,Illustration,0.615333333333333,0.72972972972973,0.212,0.191519105312209
1069.jpg,Illustration,0.576280623608018,0.325,0.412305122494432,0.2786
1069.jpg,Illustration,0.632795100222717,0.7028,0.318207126948775,0.219
1071.jpg,Illustration,0.528810408921933,0.37199124726477,0.566449814126394,0.352571115973742
1076.jpg,Initial,0.207052441229656,0.173130972456436,0.181735985533454,0.117481731309725
1077.jpg,Initial,0.215,0.0908113917248791,0.154285714285714,0.112842557764643
1077.jpg,Initial,0.207857142857143,0.802794196668458,0.147857142857143,0.116066630843632
1078.jpg,Illustration,0.636946760744067,0.33664152441445,0.283515073765234,0.173878523223501
1079.jpg,Illustration,0.451307484220018,0.360381861575179,0.628043282236249,0.53609785202864
1082.jpg,Illustration,0.5068359375,0.493898061737258,0.9677734375,0.937544867193108
1086.jpg,Initial,0.568242470453679,0.50831289179613,0.0945482272207396,0.0708639956391387
1086.jpg,Initial,0.572817384674037,0.650040883074407,0.103698055661456,0.0708639956391387
1087.jpg,Illustration,0.421820303383897,0.327412192167945,0.728121353558927,0.457408155026241
1088.jpg,Initial,0.166935159081756,0.7751269035533,0.0894079742247282,0.0515228426395939
1088.jpg,Illustration,0.814740233588401,0.817131979695432,0.199355618203786,0.128807106598985
1088.jpg,Illustration,0.252718485702779,0.144670050761421,0.234997986306887,0.149746192893401
1088.jpg,Initial,0.187474828836085,0.243781725888325,0.125251711639146,0.0644670050761421
1089.jpg,Illustration,0.529734675205856,0.157264957264957,0.483074107959744,0.186894586894587
1089.jpg,Illustration,0.526075022872827,0.355555555555556,0.744739249771272,0.223931623931624
1089.jpg,Illustration,0.5096065873742,0.518518518518519,0.825251601097896,0.114529914529915
1092.jpg,Illustration,0.262666666666667,0.462139716658525,0.338666666666667,0.24132877381534
1096.jpg,Illustration,0.629,0.319510537049626,0.486,0.447994561522774
1097.jpg,Illustration,0.561878453038674,0.454692556634304,0.611602209944751,0.436488673139159
1098.jpg,Illustration,0.404430379746835,0.731954411143943,0.388607594936709,0.185099197973829
1103.jpg,Illustration,0.280419016921837,0.219189189189189,0.405721192586624,0.252702702702703
1103.jpg,Illustration,0.282836422240129,0.472162162162162,0.410556003223207,0.259189189189189
1103.jpg,Illustration,0.285253827558421,0.76,0.410556003223207,0.333243243243243
1106.jpg,Illustration,0.489331436699858,0.224245328222329,0.518492176386913,0.151413512218495
1109.jpg,Illustration,0.37004048582996,0.63557779799818,0.550607287449393,0.296178343949045
1111.jpg,Initial,0.331102613129382,0.197988223748773,0.196622052262588,0.146467124631992
1113.jpg,Illustration,0.52668416447944,0.33684794672586,0.728783902012249,0.483351831298557
1114.jpg,Illustration,0.560546875,0.275700934579439,0.271484375,0.155957943925234
1116.jpg,Illustration,0.824042792792793,0.469146608315098,0.321227477477478,0.495842450765864
1116.jpg,Illustration,0.317286036036036,0.490590809628009,0.330518018018018,0.5054704595186
1119.jpg,Initial,0.116500453309157,0.279733009708738,0.0938349954669084,0.118932038834951
1123.jpg,Illustration,0.735182164219685,0.568720379146919,0.357803153887983,0.466824644549763
1124.jpg,Illustration,0.428571428571429,0.594822006472492,0.417184265010352,0.254368932038835
1127.jpg,Illustration,0.722532588454376,0.719933317456537,0.339089216184188,0.350559657061205
1127.jpg,Decoration,0.72524123920772,0.531793284115266,0.441679363467073,0.924743986663491
1129.jpg,Initial,0.568836405529954,0.166803615447823,0.0881336405529954,0.143385373870173
1130.jpg,Illustration,0.796455424274973,0.128273244781784,0.212137486573577,0.133586337760911
1131.jpg,Initial,0.168346774193548,0.153824200913242,0.0556451612903226,0.0804794520547945
1131.jpg,Initial,0.579032258064516,0.676369863013699,0.0512096774193548,0.0756278538812786
1131.jpg,Initial,0.349798387096774,0.775684931506849,0.0727822580645161,0.10958904109589
1132.jpg,Illustration,0.868666666666667,0.823402417962003,0.234,0.183506044905009
1134.jpg,Illustration,0.414117647058824,0.623945147679325,0.407058823529412,0.349683544303797
1134.jpg,Decoration,0.702745098039216,0.157172995780591,0.107450980392157,0.0469409282700422
1134.jpg,Decoration,0.108235294117647,0.165084388185654,0.0909803921568627,0.0432489451476793
1136.jpg,Illustration,0.771333333333333,0.820458404074703,0.331333333333333,0.231748726655348
1137.jpg,Illustration,0.515923566878981,0.232704402515723,0.320594479830149,0.264150943396226
1137.jpg,Illustration,0.493276716206653,0.44121915820029,0.358103326256193,0.152878567972908
1139.jpg,Illustration,0.543814432989691,0.754119687771032,0.593356242840779,0.212489158716392
1143.jpg,Initial,0.19875,0.289991063449509,0.1825,0.136729222520107
1144.jpg,Decoration,0.14501679731243,0.210946816122108,0.0757745427398283,0.0400667779632721
1144.jpg,Decoration,0.661440836132885,0.317553064631529,0.0670026129152669,0.033508227999046
1144.jpg,Decoration,0.473124300111982,0.379084187932268,0.0524449421425905,0.0373241116145958
1144.jpg,Decoration,0.523889511011571,0.817195325542571,0.0559910414333707,0.0256379680419747
1144.jpg,Decoration,0.322321761851437,0.775816837586454,0.0546845837999253,0.0310040543763415
1144.jpg,Decoration,0.209219858156028,0.509062723586931,0.0535647629712579,0.0271881707607918
1144.jpg,Decoration,0.799178798058977,0.210469830670165,0.0772676371780515,0.0391128070593847
1144.jpg,Decoration,0.27939529675252,0.318507035535416,0.0670026129152669,0.0317195325542571
1144.jpg,Decoration,0.211086226203807,0.695683281659909,0.0505785740948115,0.028499880753637
1144.jpg,Decoration,0.469578200821202,0.145599809205819,0.736468831653602,0.0773908895778679
1144.jpg,Decoration,0.210712952594252,0.421058907703315,0.0612168719671519,0.0298115907464822
1144.jpg,Decoration,0.211086226203807,0.608871929406153,0.0505785740948115,0.0271881707607918
1144.jpg,Decoration,0.680664427025009,0.775816837586454,0.0559910414333707,0.0287383734796089
1146.jpg,Illustration,0.266666666666667,0.776805251641138,0.447058823529412,0.24617067833698
1146.jpg,Illustration,0.292156862745098,0.24945295404814,0.450980392156863,0.25601750547046
1148.jpg,Illustration,0.52300712896954,0.287564766839378,0.812054439403759,0.458981001727116
1149.jpg,Illustration,0.615979381443299,0.615275813295615,0.404639175257732,0.225601131541726
1149.jpg,Illustration,0.407216494845361,0.316831683168317,0.724226804123711,0.204384724186704
1154.jpg,Illustration,0.64,0.428680396643783,0.296,0.231884057971015
1155.jpg,Illustration,0.58,0.613320079522863,0.367333333333333,0.276838966202783
1156.jpg,Decoration,0.503,0.602678571428571,0.427,0.304129464285714
1157.jpg,Illustration,0.551652892561984,0.660662824207493,0.577479338842975,0.415706051873199
1159.jpg,Illustration,0.726332537788385,0.217551622418879,0.324582338902148,0.303097345132743
1161.jpg,Decoration,0.603485838779956,0.72958500669344,0.521786492374728,0.0803212851405623
1163.jpg,Illustration,0.784,0.817524457677584,0.330666666666667,0.2190557209698
1163.jpg,Illustration,0.79,0.358145470012761,0.328,0.220757124627818
1164.jpg,Illustration,0.388,0.487162162162162,0.524,0.351351351351351
1164.jpg,Illustration,0.764,0.463513513513514,0.357,0.249324324324324
1167.jpg,Illustration,0.3056,0.625278396436526,0.3032,0.267260579064588
1167.jpg,Illustration,0.6464,0.631403118040089,0.384,0.230512249443207
1168.jpg,Illustration,0.476898734177215,0.306247361756015,0.687974683544304,0.2190797804981
1174.jpg,Illustration,0.49645599527466,0.430638129211256,0.664796219728293,0.21264367816092
1176.jpg,Illustration,0.528138528138528,0.246483180428135,0.478354978354978,0.283180428134557
1177.jpg,Initial,0.168509340449867,0.193513218860725,0.101410598551277,0.0724993186154266
1177.jpg,Initial,0.537743042317957,0.312755519215045,0.0968356843309188,0.0724993186154266
1177.jpg,Initial,0.162790697674419,0.807985827200872,0.0901639344262295,0.0741346415917144
1179.jpg,Illustration,0.7958984375,0.524317121918721,0.375,0.244503664223851
1180.jpg,Illustration,0.348,0.631081081081081,0.365,0.268918918918919
1182.jpg,Illustration,0.796934865900383,0.569808646350106,0.278735632183908,0.183557760453579
1182.jpg,Illustration,0.758620689655172,0.157335223245925,0.294061302681992,0.222537207654146
1182.jpg,Illustration,0.75,0.374202693125443,0.270114942528736,0.217576187101347
1183.jpg,Illustration,0.381688963210702,0.42366628830874,0.274665551839465,0.178632236095346
1183.jpg,Illustration,0.664088628762542,0.569948921679909,0.241011705685619,0.239074914869467
1183.jpg,Illustration,0.408026755852843,0.776106696935301,0.240384615384615,0.178916004540295
1184.jpg,Illustration,0.330680813439434,0.706866705135603,0.282493368700265,0.370455856895557
1187.jpg,Illustration,0.641213389121339,0.296,0.530334728033473,0.3992
1189.jpg,Decoration,0.416243654822335,0.10234375,0.650874224478285,0.07421875
1190.jpg,Initial,0.178500199441564,0.478033205619413,0.115676106900678,0.0660280970625798
1190.jpg,Initial,0.188472277622657,0.370114942528736,0.120662145991225,0.0757343550446999
1195.jpg,Illustration,0.493217054263566,0.334715639810427,0.861434108527132,0.510663507109005
1197.jpg,Illustration,0.4416,0.151118385160938,0.3544,0.217130387343153
1197.jpg,Illustration,0.5696,0.258592471358429,0.3144,0.315875613747954
1200.jpg,Initial,0.18523153942428,0.321293800539084,0.110137672090113,0.091644204851752
1201.jpg,Illustration,0.463276836158192,0.357224990417785,0.322598870056497,0.422000766577233
1202.jpg,Decoration,0.477963073257892,0.731136166522116,0.0973793924955331,0.0836947094535993
1202.jpg,Decoration,0.688207266229899,0.726582827406765,0.0973793924955331,0.0804423243712056
1202.jpg,Decoration,0.244490768314473,0.732220294882914,0.0994639666468136,0.0821769297484822
1204.jpg,Illustration,0.392434988179669,0.284490960989534,0.520094562647754,0.301141769743102
1206.jpg,Illustration,0.68359375,0.164189189189189,0.3701171875,0.278378378378378
1207.jpg,Illustration,0.755333333333333,0.718295739348371,0.308666666666667,0.285213032581454
1209.jpg,Illustration,0.381469979296066,0.770017035775128,0.31055900621118,0.222146507666099
1209.jpg,Initial,0.278467908902692,0.628279386712095,0.114906832298137,0.0708688245315162
1210.jpg,Illustration,0.380909901873327,0.780542986425339,0.360392506690455,0.230203619909502
1210.jpg,Illustration,0.584299732381802,0.43552036199095,0.635147190008921,0.203054298642534
1211.jpg,Initial,0.181,0.305680119581465,0.142,0.11136023916293
1212.jpg,Illustration,0.615445232466509,0.742690058479532,0.301812450748621,0.138401559454191
1212.jpg,Illustration,0.596532702915682,0.408869395711501,0.25531914893617,0.146686159844055
1216.jpg,Illustration,0.577089337175793,0.376778338687471,0.497838616714697,0.355667737494263
1218.jpg,Illustration,0.558613659531091,0.456106870229008,0.708460754332314,0.463104325699746
1219.jpg,Illustration,0.643322475570033,0.451746031746032,0.707926167209555,0.687619047619048
1221.jpg,Illustration,0.575955265610438,0.290652654867257,0.665890027958993,0.435287610619469
1225.jpg,Illustration,0.726137377341659,0.398730525100981,0.380909901873327,0.236583958453549
1225.jpg,Illustration,0.710080285459411,0.753606462781304,0.375557537912578,0.238315060588575
1228.jpg,Initial,0.201333333333333,0.250292397660819,0.173333333333333,0.10448343079922
1230.jpg,Illustration,0.609,0.666213460231135,0.208,0.140040788579198
1230.jpg,Illustration,0.627,0.18150917743032,0.614,0.197824609109449
1233.jpg,Illustration,0.470892626131953,0.464317573595005,0.771668822768435,0.494201605709188
1233.jpg,Illustration,0.212160413971539,0.116413916146298,0.265847347994825,0.0851917930419269
1238.jpg,Illustration,0.477,0.220200752823087,0.4,0.254705144291092
1239.jpg,Illustration,0.695510927347903,0.401704320253666,0.304784406379209,0.206103844629409
1240.jpg,Illustration,0.440709617180205,0.595220854453295,0.61624649859944,0.486603910209993
1243.jpg,Illustration,0.589,0.420945945945946,0.393,0.27027027027027
1244.jpg,Illustration,0.575333333333333,0.546762589928058,0.659333333333333,0.191726618705036
1247.jpg,Illustration,0.55193482688391,0.585017835909631,0.892057026476578,0.536266349583829
1254.jpg,Decoration,0.528785982478098,0.109383378016086,0.582603254067585,0.0707774798927614
1254.jpg,Initial,0.276595744680851,0.613941018766756,0.178347934918648,0.178552278820375
1255.jpg,Illustration,0.554154727793696,0.61674789543642,0.574785100286533,0.455914931324767
1258.jpg,Illustration,0.424778761061947,0.423507462686567,0.403459372485921,0.249466950959488
1259.jpg,Illustration,0.501338090990187,0.304523424878837,0.475022301516503,0.207862143241788
1262.jpg,Decoration,0.103024989039895,0.481412639405204,0.0556773345024112,0.92113648433351
1262.jpg,Decoration,0.846120122753178,0.486457780138078,0.0692678649715037,0.911311736590547
1263.jpg,Illustration,0.510309278350515,0.30814639905549,0.611683848797251,0.426210153482881
1264.jpg,Initial,0.0981507823613087,0.512230215827338,0.107396870554765,0.0724220623501199
1264.jpg,Initial,0.119487908961593,0.363549160671463,0.135846372688478,0.0949640287769784
1267.jpg,Illustration,0.637509850275808,0.482386096759042,0.494089834515366,0.301080319398779
1268.jpg,Illustration,0.510169491525424,0.23510292524377,0.73728813559322,0.310942578548212
1269.jpg,Illustration,0.261494252873563,0.289454545454545,0.354406130268199,0.233454545454545
1271.jpg,Illustration,0.454375389731865,0.598095238095238,0.372895447931823,0.213571428571429
1272.jpg,Illustration,0.495,0.485938521909745,0.384,0.253106605624591
1272.jpg,Illustration,0.498,0.777632439502943,0.409,0.268803139306736
1275.jpg,Decoration,0.213784183296378,0.791656677055862,0.0458240946045824,0.0220570606569168
1275.jpg,Decoration,0.221175166297118,0.283145528650204,0.0430524759793053,0.0248141932390314
1275.jpg,Initial,0.257206208425721,0.16147206904819,0.114929785661493,0.0752817070246943
1278.jpg,Illustration,0.638495754144763,0.151613778139409,0.295188030731905,0.149715215622457
1281.jpg,Illustration,0.250764525993884,0.445012787723785,0.370030581039755,0.252557544757033
1282.jpg,Illustration,0.263121546961326,0.748926014319809,0.314226519337017,0.21909307875895
1283.jpg,Illustration,0.677333333333333,0.305467511885895,0.371333333333333,0.28486529318542
1285.jpg,Illustration,0.498333333333333,0.659047619047619,0.574074074074074,0.33452380952381
1285.jpg,Decoration,0.128518518518519,0.235714285714286,0.047037037037037,0.0233333333333333
1286.jpg,Initial,0.337087087087087,0.333887043189369,0.211711711711712,0.148394241417497
1286.jpg,Initial,0.328828828828829,0.747508305647841,0.168168168168168,0.125692137320044
1286.jpg,Decoration,0.581081081081081,0.221483942414175,0.0915915915915916,0.0337763012181617
1287.jpg,Illustration,0.512,0.610294117647059,0.457333333333333,0.381787330316742
1288.jpg,Illustration,0.755036261079774,0.392927308447937,0.20870265914585,0.24950884086444
1288.jpg,Illustration,0.378323932312651,0.447937131630648,0.20870265914585,0.31385068762279
1289.jpg,Illustration,0.440873015873016,0.612138577754624,0.603571428571429,0.197968220890857
1292.jpg,Illustration,0.26868598823273,0.399535809018568,0.368271954674221,0.558355437665782
1301.jpg,Decoration,0.649847094801223,0.682783018867925,0.114678899082569,0.089622641509434
1302.jpg,Illustration,0.612429378531074,0.265831593597773,0.485875706214689,0.291579679888657
1304.jpg,Illustration,0.379,0.659415363698165,0.597,0.41400407885792
1305.jpg,Illustration,0.444058641975309,0.473489167616876,0.350694444444444,0.278506271379704
1306.jpg,Decoration,0.786732456140351,0.182348737494045,0.0635964912280702,0.0297760838494521
1306.jpg,Decoration,0.766264619883041,0.257265364459266,0.0466008771929825,0.0258456407813244
1306.jpg,Decoration,0.205226608187135,0.255359695092901,0.0486111111111111,0.0271557884707003
1306.jpg,Decoration,0.179824561403509,0.18044306812768,0.0694444444444445,0.0284659361600762
1306.jpg,Decoration,0.481359649122807,0.125059552167699,0.713998538011696,0.080871843735112
1306.jpg,Initial,0.262426900584795,0.381729394949976,0.259868421052632,0.167698904240114
1313.jpg,Illustration,0.805340223944875,0.535137494543867,0.358024691358025,0.214316892186818
1313.jpg,Illustration,0.383864484639678,0.196857267568747,0.223370657479185,0.271933653426451
1314.jpg,Illustration,0.719545208446129,0.292259083728278,0.255549539794261,0.362559241706161
1314.jpg,Initial,0.618299945858148,0.749605055292259,0.0779642663779101,0.109794628751975
1315.jpg,Illustration,0.400237529691211,0.51183970856102,0.176563737133808,0.251062537947784
1319.jpg,Illustration,0.5078125,0.387266355140187,0.35546875,0.225467289719626
1323.jpg,Illustration,0.318869426751592,0.197551020408163,0.292197452229299,0.199727891156463
1325.jpg,Illustration,0.407258064516129,0.400820793433653,0.334677419354839,0.212722298221614
1327.jpg,Initial,0.178972712680578,0.186096718480138,0.278491171749599,0.151554404145078
1330.jpg,Illustration,0.615384615384615,0.742822966507177,0.544230769230769,0.283492822966507
1331.jpg,Initial,0.246771217712177,0.392836676217765,0.189114391143911,0.117478510028653
1331.jpg,Decoration,0.571033210332103,0.0567335243553009,0.806273062730627,0.0653295128939828
1337.jpg,Illustration,0.802020202020202,0.75531433740389,0.273400673400673,0.169154228855721
1338.jpg,Illustration,0.2408357771261,0.249176082862524,0.265762463343109,0.164194915254237
1338.jpg,Illustration,0.248350439882698,0.770833333333333,0.307551319648094,0.221751412429379
1339.jpg,Initial,0.246167718665464,0.0979591836734694,0.164111812443643,0.104956268221574
1339.jpg,Illustration,0.359783588818756,0.724781341107872,0.36609558160505,0.247813411078717
1345.jpg,Illustration,0.565997888067582,0.246724890829694,0.684266103484689,0.407569141193595
1346.jpg,Illustration,0.607704829083017,0.529131175468484,0.395008138903961,0.243270868824532
1346.jpg,Initial,0.143787303309821,0.851107325383305,0.112859468258275,0.0756388415672913
1346.jpg,Illustration,0.627238198589257,0.181942078364566,0.387411828540423,0.251107325383305
1347.jpg,Initial,0.331081081081081,0.499446290143965,0.137387387387387,0.0902547065337763
1354.jpg,Illustration,0.599337748344371,0.225755166931638,0.460264900662252,0.299417064122947
1360.jpg,Illustration,0.52116935483871,0.471798274717983,0.954637096774194,0.790975447909755
1361.jpg,Illustration,0.743230625583567,0.236725663716814,0.225957049486461,0.164454277286136
1361.jpg,Illustration,0.728291316526611,0.503687315634218,0.265172735760971,0.170353982300885
1366.jpg,Illustration,0.252325581395349,0.718333333333333,0.33953488372093,0.259166666666667
1368.jpg,Decoration,0.465531561461794,0.124346917450366,0.724252491694352,0.127220480668757
1368.jpg,Initial,0.276162790697674,0.467084639498433,0.345514950166113,0.220741901776385
1373.jpg,Initial,0.218737270875764,0.276445264452645,0.260285132382892,0.186654366543665
1373.jpg,Initial,0.140529531568228,0.653751537515375,0.0916496945010183,0.0691881918819188
1376.jpg,Initial,0.147190008920607,0.732243517474634,0.150758251561106,0.104847801578354
1376.jpg,Decoration,0.420160570918823,0.122322435174746,0.701159678858162,0.0868094701240135
1376.jpg,Initial,0.165923282783229,0.387260428410372,0.204281891168599,0.124013528748591
1377.jpg,Initial,0.187891440501044,0.87875,0.11482254697286,0.07
1378.jpg,Illustration,0.787878787878788,0.237449118046133,0.263973063973064,0.170511080958842
1379.jpg,Illustration,0.703976435935199,0.323814133591481,0.281664212076583,0.446272991287512
1379.jpg,Initial,0.166053019145803,0.255082284607938,0.0747422680412371,0.107938044530494
1381.jpg,Illustration,0.303294573643411,0.596885813148789,0.47577519379845,0.3719723183391
1383.jpg,Illustration,0.401431359791802,0.590146750524109,0.297983083929733,0.2479035639413
1383.jpg,Illustration,0.700715679895901,0.599056603773585,0.266102797657775,0.220649895178197
1384.jpg,Illustration,0.436,0.250972762645914,0.214,0.143320363164721
1384.jpg,Illustration,0.377,0.654993514915694,0.283,0.233463035019455
1386.jpg,Illustration,0.76,0.276146788990826,0.276,0.180275229357798
1386.jpg,Illustration,0.394666666666667,0.392660550458716,0.206,0.19954128440367
1386.jpg,Illustration,0.758666666666667,0.718348623853211,0.194,0.194954128440367
1388.jpg,Illustration,0.290334712297856,0.161634928007431,0.108311395261376,0.140269391546679
1388.jpg,Illustration,0.6825874388868,0.167208546214584,0.176006017299737,0.15466790524849
1388.jpg,Illustration,0.3068822865739,0.483975847654436,0.241068070703272,0.176962378077102
1388.jpg,Illustration,0.689732982324182,0.66651184393869,0.138397893945092,0.157919182535996
1390.jpg,Illustration,0.615579480683977,0.339165009940358,0.615579480683977,0.149900596421471
1392.jpg,Illustration,0.75588048315321,0.195684158901422,0.321360457724094,0.239823442864149
1392.jpg,Illustration,0.38652256834075,0.198381559588033,0.275588048315321,0.231976459048553
1393.jpg,Illustration,0.447111777944486,0.204325816843074,0.645911477869467,0.188219052001841
1396.jpg,Illustration,0.671759259259259,0.282703886152162,0.468518518518519,0.251231527093596
1397.jpg,Initial,0.457142857142857,0.171817705605029,0.142857142857143,0.111052907281299
1397.jpg,Initial,0.323571428571429,0.526453640649555,0.149285714285714,0.111052907281299
1398.jpg,Initial,0.133462282398453,0.5675,0.0967117988394584,0.065
1398.jpg,Initial,0.13926499032882,0.29625,0.106382978723404,0.0725
1403.jpg,Illustration,0.555102040816327,0.622052262587636,0.451020408163265,0.247928616953474
1405.jpg,Illustration,0.698859315589354,0.402923709456373,0.411406844106464,0.491091822750114
1407.jpg,Illustration,0.339968152866242,0.21553738317757,0.287420382165605,0.20911214953271
1408.jpg,Illustration,0.377777777777778,0.72246891651865,0.303030303030303,0.196269982238011
1408.jpg,Initial,0.635690235690236,0.424955595026643,0.105050505050505,0.0741563055062167
1408.jpg,Initial,0.635690235690236,0.308614564831261,0.10976430976431,0.0674955595026643
1409.jpg,Illustration,0.442748091603053,0.257477243172952,0.885496183206107,0.293237971391417
1412.jpg,Illustration,0.31302339012417,0.439109559144478,0.14380594859948,0.15800960279354
1412.jpg,Illustration,0.443257291365868,0.437363596682671,0.119260756569448,0.161065037101702
1413.jpg,Illustration,0.354112959925006,0.283515253288553,0.53925474572299,0.320458998040862
1420.jpg,Initial,0.565322580645161,0.124143835616438,0.0512096774193548,0.0787671232876712
1420.jpg,Initial,0.142741935483871,0.410102739726027,0.0524193548387097,0.0773401826484018
1425.jpg,Illustration,0.489650711513583,0.249776984834969,0.910737386804657,0.395628902765388
1428.jpg,Illustration,0.468666666666667,0.665529010238908,0.304,0.262229806598407
1429.jpg,Illustration,0.289411764705882,0.235719725818736,0.360588235294118,0.231911652703732
1429.jpg,Illustration,0.692352941176471,0.259329779131759,0.360588235294118,0.223914699162224
1430.jpg,Illustration,0.341101694915254,0.293181818181818,0.497881355932203,0.360606060606061
1432.jpg,Decoration,0.441048034934498,0.588,0.14013497419611,0.145
1433.jpg,Illustration,0.499636891793755,0.572131954702117,0.32316630355846,0.224027572624323
1434.jpg,Illustration,0.627586206896552,0.35103734439834,0.552873563218391,0.468879668049793
1437.jpg,Illustration,0.303873636705528,0.343706456107757,0.357277171869124,0.404087320018579
1438.jpg,Illustration,0.429198682766191,0.593274111675127,0.498353457738749,0.293147208121827
1439.jpg,Illustration,0.358533791523482,0.42375,0.495990836197022,0.359166666666667
1440.jpg,Illustration,0.478579481397971,0.485552763819095,0.957440811724916,0.888819095477387
1441.jpg,Illustration,0.304321486268174,0.234145104008118,0.335823909531502,0.212582445459158
1442.jpg,Illustration,0.398557258791704,0.266472303206997,0.412984670874662,0.26064139941691
1442.jpg,Initial,0.242560865644725,0.718367346938776,0.127141568981064,0.0787172011661808
1453.jpg,Illustration,0.744229569557081,0.706172839506173,0.38552713661884,0.264197530864198
1453.jpg,Illustration,0.734248284466625,0.309465020576132,0.390517779164067,0.2559670781893
1455.jpg,Illustration,0.560956790123457,0.40193842645382,0.361882716049383,0.228620296465222
1457.jpg,Initial,0.244094488188976,0.694707520891365,0.265966754155731,0.164345403899721
1457.jpg,Decoration,0.441819772528434,0.100278551532033,0.672790901137358,0.103064066852368
1460.jpg,Illustration,0.7802734375,0.424346629986245,0.216796875,0.160935350756534
1460.jpg,Illustration,0.7763671875,0.249656121045392,0.2236328125,0.159559834938102
1460.jpg,Illustration,0.7861328125,0.0907840440165062,0.2080078125,0.157496561210454
1461.jpg,Illustration,0.513104838709677,0.481088254810883,0.953629032258065,0.816191108161911
1462.jpg,Illustration,0.623490669593853,0.536764705882353,0.346871569703622,0.170454545454545
1462.jpg,Illustration,0.152579582875961,0.625,0.245883644346872,0.151069518716578
1465.jpg,Illustration,0.419384902143523,0.347068584070796,0.376980428704567,0.236725663716814
1466.jpg,Illustration,0.242741551642075,0.260712298274903,0.476439790575916,0.275459098497496
1467.jpg,Initial,0.272394881170018,0.785947227986955,0.196069469835466,0.136970056329677
